1,两数之和,https://leetcode-cn.com/problems/two-sum/description/,简单,45.0%,Two Sum
2,两数相加,https://leetcode-cn.com/problems/add-two-numbers/description/,中等,28.5%,Add Two Numbers
3,无重复字符的最长子串,https://leetcode-cn.com/problems/longest-substring-without-repeating-characters/description/,中等,23.1%,Longest Substring Without Repeating Characters
4,两个排序数组的中位数,https://leetcode-cn.com/problems/median-of-two-sorted-arrays/description/,困难,30.1%,Median of Two Sorted Arrays
5,最长回文子串,https://leetcode-cn.com/problems/longest-palindromic-substring/description/,中等,23.1%,Longest Palindromic Substring
6,Z字形变换,https://leetcode-cn.com/problems/zigzag-conversion/description/,中等,32.0%,ZigZag Conversion
7,反转整数,https://leetcode-cn.com/problems/reverse-integer/description/,简单,27.0%,Reverse Integer
8,字符串转整数 (atoi),https://leetcode-cn.com/problems/string-to-integer-atoi/description/,中等,15.8%,String to Integer (atoi)
9,回文数,https://leetcode-cn.com/problems/palindrome-number/description/,简单,48.6%,Palindrome Number
10,正则表达式匹配,https://leetcode-cn.com/problems/regular-expression-matching/description/,困难,17.1%,Regular Expression Matching
11,盛最多水的容器,https://leetcode-cn.com/problems/container-with-most-water/description/,中等,29.9%,Container With Most Water
12,整数转罗马数字,https://leetcode-cn.com/problems/integer-to-roman/description/,中等,54.1%,Integer to Roman
13,罗马数字转整数,https://leetcode-cn.com/problems/roman-to-integer/description/,简单,53.6%,Roman to Integer
14,最长公共前缀,https://leetcode-cn.com/problems/longest-common-prefix/description/,简单,28.3%,Longest Common Prefix
15,三数之和,https://leetcode-cn.com/problems/3sum/description/,中等,14.2%,3Sum
16,最接近的三数之和,https://leetcode-cn.com/problems/3sum-closest/description/,中等,32.8%,3Sum Closest
17,电话号码的字母组合,https://leetcode-cn.com/problems/letter-combinations-of-a-phone-number/description/,中等,41.7%,Letter Combinations of a Phone Number
18,四数之和,https://leetcode-cn.com/problems/4sum/description/,中等,29.0%,4Sum
19,删除链表的倒数第N个节点,https://leetcode-cn.com/problems/remove-nth-node-from-end-of-list/description/,中等,28.2%,Remove Nth Node From End of List
20,有效的括号,https://leetcode-cn.com/problems/valid-parentheses/description/,简单,30.6%,Valid Parentheses
21,合并两个有序链表,https://leetcode-cn.com/problems/merge-two-sorted-lists/description/,简单,48.0%,Merge Two Sorted Lists
22,括号生成,https://leetcode-cn.com/problems/generate-parentheses/description/,中等,60.1%,Generate Parentheses
23,合并K个排序链表,https://leetcode-cn.com/problems/merge-k-sorted-lists/description/,困难,35.7%,Merge k Sorted Lists
24,两两交换链表中的节点,https://leetcode-cn.com/problems/swap-nodes-in-pairs/description/,中等,47.7%,Swap Nodes in Pairs
25,k个一组翻转链表,https://leetcode-cn.com/problems/reverse-nodes-in-k-group/description/,困难,42.4%,Reverse Nodes in k-Group
26,删除排序数组中的重复项,https://leetcode-cn.com/problems/remove-duplicates-from-sorted-array/description/,简单,37.8%,Remove Duplicates from Sorted Array
27,移除元素,https://leetcode-cn.com/problems/remove-element/description/,简单,47.5%,Remove Element
28,实现strStr(),https://leetcode-cn.com/problems/implement-strstr/description/,简单,33.8%,Implement strStr()
29,两数相除,https://leetcode-cn.com/problems/divide-two-integers/description/,中等,14.2%,Divide Two Integers
30,与所有单词相关联的字串,https://leetcode-cn.com/problems/substring-with-concatenation-of-all-words/description/,困难,17.9%,Substring with Concatenation of All Words
31,下一个排列,https://leetcode-cn.com/problems/next-permutation/description/,中等,27.6%,Next Permutation
32,最长有效括号,https://leetcode-cn.com/problems/longest-valid-parentheses/description/,困难,19.6%,Longest Valid Parentheses
33,搜索旋转排序数组,https://leetcode-cn.com/problems/search-in-rotated-sorted-array/description/,中等,30.9%,Search in Rotated Sorted Array
34,搜索范围,https://leetcode-cn.com/problems/search-for-a-range/description/,中等,32.4%,Search for a Range
35,搜索插入位置,https://leetcode-cn.com/problems/search-insert-position/description/,简单,40.2%,Search Insert Position
36,有效的数独,https://leetcode-cn.com/problems/valid-sudoku/description/,中等,45.4%,Valid Sudoku
37,解数独,https://leetcode-cn.com/problems/sudoku-solver/description/,困难,44.1%,Sudoku Solver
38,报数,https://leetcode-cn.com/problems/count-and-say/description/,简单,44.8%,Count and Say
39,组合总和,https://leetcode-cn.com/problems/combination-sum/description/,中等,57.3%,Combination Sum
40,组合总和 II,https://leetcode-cn.com/problems/combination-sum-ii/description/,中等,48.7%,Combination Sum II
41,缺失的第一个正数,https://leetcode-cn.com/problems/first-missing-positive/description/,困难,28.8%,First Missing Positive
42,接雨水,https://leetcode-cn.com/problems/trapping-rain-water/description/,困难,32.9%,Trapping Rain Water
43,字符串相乘,https://leetcode-cn.com/problems/multiply-strings/description/,中等,30.8%,Multiply Strings
44,通配符匹配,https://leetcode-cn.com/problems/wildcard-matching/description/,困难,15.5%,Wildcard Matching
45,跳跃游戏 II,https://leetcode-cn.com/problems/jump-game-ii/description/,困难,24.2%,Jump Game II
46,全排列,https://leetcode-cn.com/problems/permutations/description/,中等,61.1%,Permutations
47,全排列 II,https://leetcode-cn.com/problems/permutations-ii/description/,中等,41.5%,Permutations II
48,旋转图像,https://leetcode-cn.com/problems/rotate-image/description/,中等,55.3%,Rotate Image
49,字母异位词分组,https://leetcode-cn.com/problems/group-anagrams/description/,中等,43.7%,Group Anagrams
50,"Pow(x, n)",https://leetcode-cn.com/problems/powx-n/description/,中等,24.6%,"Pow(x, n)"
51,N皇后,https://leetcode-cn.com/problems/n-queens/description/,困难,47.8%,N-Queens
52,N皇后 II,https://leetcode-cn.com/problems/n-queens-ii/description/,困难,66.5%,N-Queens II
53,最大子序和,https://leetcode-cn.com/problems/maximum-subarray/description/,简单,35.6%,Maximum Subarray
54,螺旋矩阵,https://leetcode-cn.com/problems/spiral-matrix/description/,中等,28.9%,Spiral Matrix
55,跳跃游戏,https://leetcode-cn.com/problems/jump-game/description/,中等,28.7%,Jump Game
56,合并区间,https://leetcode-cn.com/problems/merge-intervals/description/,中等,29.5%,Merge Intervals
57,插入区间,https://leetcode-cn.com/problems/insert-interval/description/,困难,25.7%,Insert Interval
58,最后一个单词的长度,https://leetcode-cn.com/problems/length-of-last-word/description/,简单,28.3%,Length of Last Word
59,螺旋矩阵 II,https://leetcode-cn.com/problems/spiral-matrix-ii/description/,中等,54.9%,Spiral Matrix II
60,第k个排列,https://leetcode-cn.com/problems/permutation-sequence/description/,中等,38.7%,Permutation Sequence
61,旋转链表,https://leetcode-cn.com/problems/rotate-list/description/,中等,28.6%,Rotate List
62,不同路径,https://leetcode-cn.com/problems/unique-paths/description/,中等,47.1%,Unique Paths
63,不同路径 II,https://leetcode-cn.com/problems/unique-paths-ii/description/,中等,28.9%,Unique Paths II
64,最小路径和,https://leetcode-cn.com/problems/minimum-path-sum/description/,中等,54.5%,Minimum Path Sum
65,有效数字,https://leetcode-cn.com/problems/valid-number/description/,困难,9.5%,Valid Number
66,加一,https://leetcode-cn.com/problems/plus-one/description/,简单,34.8%,Plus One
67,二进制求和,https://leetcode-cn.com/problems/add-binary/description/,简单,38.2%,Add Binary
68,文本左右对齐,https://leetcode-cn.com/problems/text-justification/description/,困难,23.9%,Text Justification
69,x 的平方根,https://leetcode-cn.com/problems/sqrtx/description/,简单,30.2%,Sqrt(x)
70,爬楼梯,https://leetcode-cn.com/problems/climbing-stairs/description/,简单,40.5%,Climbing Stairs
71,简化路径,https://leetcode-cn.com/problems/simplify-path/description/,中等,20.9%,Simplify Path
72,编辑距离,https://leetcode-cn.com/problems/edit-distance/description/,困难,37.0%,Edit Distance
73,矩阵置零,https://leetcode-cn.com/problems/set-matrix-zeroes/description/,中等,46.2%,Set Matrix Zeroes
74,搜索二维矩阵,https://leetcode-cn.com/problems/search-a-2d-matrix/description/,中等,29.2%,Search a 2D Matrix
75,分类颜色,https://leetcode-cn.com/problems/sort-colors/description/,中等,45.7%,Sort Colors
76,最小覆盖子串,https://leetcode-cn.com/problems/minimum-window-substring/description/,困难,25.9%,Minimum Window Substring
77,组合,https://leetcode-cn.com/problems/combinations/description/,中等,59.9%,Combinations
78,子集,https://leetcode-cn.com/problems/subsets/description/,中等,65.6%,Subsets
79,单词搜索,https://leetcode-cn.com/problems/word-search/description/,中等,30.3%,Word Search
80,删除排序数组中的重复项 II,https://leetcode-cn.com/problems/remove-duplicates-from-sorted-array-ii/description/,中等,38.8%,Remove Duplicates from Sorted Array II
81,搜索旋转排序数组 II,https://leetcode-cn.com/problems/search-in-rotated-sorted-array-ii/description/,中等,27.5%,Search in Rotated Sorted Array II
82,删除排序链表中的重复元素 II,https://leetcode-cn.com/problems/remove-duplicates-from-sorted-list-ii/description/,中等,29.1%,Remove Duplicates from Sorted List II
83,删除排序链表中的重复元素,https://leetcode-cn.com/problems/remove-duplicates-from-sorted-list/description/,简单,40.4%,Remove Duplicates from Sorted List
84,柱状图中最大的矩形,https://leetcode-cn.com/problems/largest-rectangle-in-histogram/description/,困难,29.3%,Largest Rectangle in Histogram
85,最大矩形,https://leetcode-cn.com/problems/maximal-rectangle/description/,困难,32.5%,Maximal Rectangle
86,分隔链表,https://leetcode-cn.com/problems/partition-list/description/,中等,32.7%,Partition List
87,扰乱字符串,https://leetcode-cn.com/problems/scramble-string/description/,困难,29.2%,Scramble String
88,合并两个有序数组,https://leetcode-cn.com/problems/merge-sorted-array/description/,简单,33.4%,Merge Sorted Array
89,格雷编码,https://leetcode-cn.com/problems/gray-code/description/,中等,50.0%,Gray Code
90,子集 II,https://leetcode-cn.com/problems/subsets-ii/description/,中等,44.2%,Subsets II
91,解码方法,https://leetcode-cn.com/problems/decode-ways/description/,中等,15.5%,Decode Ways
92,反转链表 II,https://leetcode-cn.com/problems/reverse-linked-list-ii/description/,中等,32.4%,Reverse Linked List II
93,复原IP地址,https://leetcode-cn.com/problems/restore-ip-addresses/description/,中等,31.9%,Restore IP Addresses
94,二叉树的中序遍历,https://leetcode-cn.com/problems/binary-tree-inorder-traversal/description/,中等,60.9%,Binary Tree Inorder Traversal
95,不同的二叉搜索树 II,https://leetcode-cn.com/problems/unique-binary-search-trees-ii/description/,中等,36.3%,Unique Binary Search Trees II
96,不同的二叉搜索树,https://leetcode-cn.com/problems/unique-binary-search-trees/description/,中等,45.4%,Unique Binary Search Trees
97,交错字符串,https://leetcode-cn.com/problems/interleaving-string/description/,困难,26.6%,Interleaving String
98,验证二叉搜索树,https://leetcode-cn.com/problems/validate-binary-search-tree/description/,中等,20.3%,Validate Binary Search Tree
99,恢复二叉搜索树,https://leetcode-cn.com/problems/recover-binary-search-tree/description/,困难,36.8%,Recover Binary Search Tree
100,相同的树,https://leetcode-cn.com/problems/same-tree/description/,简单,48.6%,Same Tree
101,对称二叉树,https://leetcode-cn.com/problems/symmetric-tree/description/,简单,40.0%,Symmetric Tree
102,二叉树的层次遍历,https://leetcode-cn.com/problems/binary-tree-level-order-traversal/description/,中等,46.5%,Binary Tree Level Order Traversal
103,二叉树的锯齿形层次遍历,https://leetcode-cn.com/problems/binary-tree-zigzag-level-order-traversal/description/,中等,40.7%,Binary Tree Zigzag Level Order Traversal
104,二叉树的最大深度,https://leetcode-cn.com/problems/maximum-depth-of-binary-tree/description/,简单,61.7%,Maximum Depth of Binary Tree
105,从前序与中序遍历序列构造二叉树,https://leetcode-cn.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/description/,中等,50.1%,Construct Binary Tree from Preorder and Inorder Traversal
106,从中序与后序遍历序列构造二叉树,https://leetcode-cn.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/description/,中等,53.3%,Construct Binary Tree from Inorder and Postorder Traversal
107,二叉树的层次遍历 II,https://leetcode-cn.com/problems/binary-tree-level-order-traversal-ii/description/,简单,46.7%,Binary Tree Level Order Traversal II
108,将有序数组转换为二叉搜索树,https://leetcode-cn.com/problems/convert-sorted-array-to-binary-search-tree/description/,简单,57.0%,Convert Sorted Array to Binary Search Tree
109,有序链表转换二叉搜索树,https://leetcode-cn.com/problems/convert-sorted-list-to-binary-search-tree/description/,中等,55.2%,Convert Sorted List to Binary Search Tree
110,平衡二叉树,https://leetcode-cn.com/problems/balanced-binary-tree/description/,简单,40.7%,Balanced Binary Tree
111,二叉树的最小深度,https://leetcode-cn.com/problems/minimum-depth-of-binary-tree/description/,简单,31.0%,Minimum Depth of Binary Tree
112,路径总和,https://leetcode-cn.com/problems/path-sum/description/,简单,37.7%,Path Sum
113,路径总和 II,https://leetcode-cn.com/problems/path-sum-ii/description/,中等,43.2%,Path Sum II
114,二叉树展开为链表,https://leetcode-cn.com/problems/flatten-binary-tree-to-linked-list/description/,中等,41.5%,Flatten Binary Tree to Linked List
115,不同的子序列,https://leetcode-cn.com/problems/distinct-subsequences/description/,困难,34.7%,Distinct Subsequences
116,填充同一层的兄弟节点,https://leetcode-cn.com/problems/populating-next-right-pointers-in-each-node/description/,中等,34.6%,Populating Next Right Pointers in Each Node
117,填充同一层的兄弟节点 II,https://leetcode-cn.com/problems/populating-next-right-pointers-in-each-node-ii/description/,中等,30.2%,Populating Next Right Pointers in Each Node II
118,杨辉三角,https://leetcode-cn.com/problems/pascals-triangle/description/,简单,50.1%,Pascal's Triangle
119,杨辉三角 II,https://leetcode-cn.com/problems/pascals-triangle-ii/description/,简单,47.7%,Pascal's Triangle II
120,三角形最小路径和,https://leetcode-cn.com/problems/triangle/description/,中等,46.6%,Triangle
121,买卖股票的最佳时机,https://leetcode-cn.com/problems/best-time-to-buy-and-sell-stock/description/,简单,41.3%,Best Time to Buy and Sell Stock
122,买卖股票的最佳时机 II,https://leetcode-cn.com/problems/best-time-to-buy-and-sell-stock-ii/description/,简单,43.8%,Best Time to Buy and Sell Stock II
123,买卖股票的最佳时机 III,https://leetcode-cn.com/problems/best-time-to-buy-and-sell-stock-iii/description/,困难,24.1%,Best Time to Buy and Sell Stock III
124,二叉树中的最大路径和,https://leetcode-cn.com/problems/binary-tree-maximum-path-sum/description/,困难,26.1%,Binary Tree Maximum Path Sum
125,验证回文串,https://leetcode-cn.com/problems/valid-palindrome/description/,简单,30.5%,Valid Palindrome
126,单词接龙 II,https://leetcode-cn.com/problems/word-ladder-ii/description/,困难,24.6%,Word Ladder II
127,单词接龙,https://leetcode-cn.com/problems/word-ladder/description/,中等,21.7%,Word Ladder
128,最长连续序列,https://leetcode-cn.com/problems/longest-consecutive-sequence/description/,困难,38.3%,Longest Consecutive Sequence
129,求根到叶子节点数字之和,https://leetcode-cn.com/problems/sum-root-to-leaf-numbers/description/,中等,46.6%,Sum Root to Leaf Numbers
130,被围绕的区域,https://leetcode-cn.com/problems/surrounded-regions/description/,中等,25.6%,Surrounded Regions
131,分割回文串,https://leetcode-cn.com/problems/palindrome-partitioning/description/,中等,55.8%,Palindrome Partitioning
132,分割回文串 II,https://leetcode-cn.com/problems/palindrome-partitioning-ii/description/,困难,26.6%,Palindrome Partitioning II
133,克隆图,https://leetcode-cn.com/problems/clone-graph/description/,中等,20.0%,Clone Graph
134,加油站,https://leetcode-cn.com/problems/gas-station/description/,中等,37.1%,Gas Station
135,分发糖果,https://leetcode-cn.com/problems/candy/description/,困难,30.3%,Candy
136,只出现一次的数字,https://leetcode-cn.com/problems/single-number/description/,简单,49.0%,Single Number
137,只出现一次的数字 II,https://leetcode-cn.com/problems/single-number-ii/description/,中等,57.1%,Single Number II
138,复制带随机指针的链表,https://leetcode-cn.com/problems/copy-list-with-random-pointer/description/,中等,20.7%,Copy List with Random Pointer
139,单词拆分,https://leetcode-cn.com/problems/word-break/description/,中等,29.6%,Word Break
140,单词拆分 II,https://leetcode-cn.com/problems/word-break-ii/description/,困难,23.6%,Word Break II
141,环形链表,https://leetcode-cn.com/problems/linked-list-cycle/description/,简单,29.3%,Linked List Cycle
142,环形链表 II,https://leetcode-cn.com/problems/linked-list-cycle-ii/description/,中等,28.5%,Linked List Cycle II
143,重排链表,https://leetcode-cn.com/problems/reorder-list/description/,中等,43.5%,Reorder List
144,二叉树的前序遍历,https://leetcode-cn.com/problems/binary-tree-preorder-traversal/description/,中等,46.8%,Binary Tree Preorder Traversal
145,二叉树的后序遍历,https://leetcode-cn.com/problems/binary-tree-postorder-traversal/description/,困难,60.3%,Binary Tree Postorder Traversal
146,LRU缓存机制,https://leetcode-cn.com/problems/lru-cache/description/,困难,29.2%,LRU Cache
147,对链表进行插入排序,https://leetcode-cn.com/problems/insertion-sort-list/description/,中等,37.1%,Insertion Sort List
148,排序链表,https://leetcode-cn.com/problems/sort-list/description/,中等,38.9%,Sort List
149,直线上最多的点数,https://leetcode-cn.com/problems/max-points-on-a-line/description/,困难,8.6%,Max Points on a Line
150,逆波兰表达式求值,https://leetcode-cn.com/problems/evaluate-reverse-polish-notation/description/,中等,33.6%,Evaluate Reverse Polish Notation
151,翻转字符串里的单词,https://leetcode-cn.com/problems/reverse-words-in-a-string/description/,中等,15.4%,Reverse Words in a String
152,乘积最大子序列,https://leetcode-cn.com/problems/maximum-product-subarray/description/,中等,26.9%,Maximum Product Subarray
153,寻找旋转排序数组中的最小值,https://leetcode-cn.com/problems/find-minimum-in-rotated-sorted-array/description/,中等,40.1%,Find Minimum in Rotated Sorted Array
154,寻找旋转排序数组中的最小值 II,https://leetcode-cn.com/problems/find-minimum-in-rotated-sorted-array-ii/description/,困难,44.1%,Find Minimum in Rotated Sorted Array II
155,最小栈,https://leetcode-cn.com/problems/min-stack/description/,简单,43.5%,Min Stack
160,相交链表,https://leetcode-cn.com/problems/intersection-of-two-linked-lists/description/,简单,29.3%,Intersection of Two Linked Lists
162,寻找峰值,https://leetcode-cn.com/problems/find-peak-element/description/,中等,38.6%,Find Peak Element
164,最大间距,https://leetcode-cn.com/problems/maximum-gap/description/,困难,43.5%,Maximum Gap
165,比较版本号,https://leetcode-cn.com/problems/compare-version-numbers/description/,中等,20.3%,Compare Version Numbers
166,分数到小数,https://leetcode-cn.com/problems/fraction-to-recurring-decimal/description/,中等,20.5%,Fraction to Recurring Decimal
167,两数之和 II - 输入有序数组,https://leetcode-cn.com/problems/two-sum-ii-input-array-is-sorted/description/,简单,40.2%,Two Sum II - Input array is sorted
168,Excel表列名称,https://leetcode-cn.com/problems/excel-sheet-column-title/description/,简单,25.1%,Excel Sheet Column Title
169,求众数,https://leetcode-cn.com/problems/majority-element/description/,简单,47.4%,Majority Element
171,Excel表列序号,https://leetcode-cn.com/problems/excel-sheet-column-number/description/,简单,54.4%,Excel Sheet Column Number
172,阶乘后的零,https://leetcode-cn.com/problems/factorial-trailing-zeroes/description/,简单,34.7%,Factorial Trailing Zeroes
173,二叉搜索树迭代器,https://leetcode-cn.com/problems/binary-search-tree-iterator/description/,中等,48.1%,Binary Search Tree Iterator
174,地下城游戏,https://leetcode-cn.com/problems/dungeon-game/description/,困难,27.2%,Dungeon Game
175,组合两个表,https://leetcode-cn.com/problems/combine-two-tables/description/,简单,58.6%,Combine Two Tables
176,第二高的薪水,https://leetcode-cn.com/problems/second-highest-salary/description/,简单,23.9%,Second Highest Salary
177,第N高的薪水,https://leetcode-cn.com/problems/nth-highest-salary/description/,中等,32.9%,Nth Highest Salary
178,分数排名,https://leetcode-cn.com/problems/rank-scores/description/,中等,39.5%,Rank Scores
179,最大数,https://leetcode-cn.com/problems/largest-number/description/,中等,22.5%,Largest Number
180,连续出现的数字,https://leetcode-cn.com/problems/consecutive-numbers/description/,中等,31.1%,Consecutive Numbers
181,超过经理收入的员工,https://leetcode-cn.com/problems/employees-earning-more-than-their-managers/description/,简单,52.9%,Employees Earning More Than Their Managers
182,查找重复的电子邮箱,https://leetcode-cn.com/problems/duplicate-emails/description/,简单,63.8%,Duplicate Emails
183,从不订购的客户,https://leetcode-cn.com/problems/customers-who-never-order/description/,简单,50.4%,Customers Who Never Order
184,部门工资最高的员工,https://leetcode-cn.com/problems/department-highest-salary/description/,中等,24.2%,Department Highest Salary
185,部门工资前三高的员工,https://leetcode-cn.com/problems/department-top-three-salaries/description/,困难,17.9%,Department Top Three Salaries
187,重复的DNA序列,https://leetcode-cn.com/problems/repeated-dna-sequences/description/,中等,38.7%,Repeated DNA Sequences
188,买卖股票的最佳时机 IV,https://leetcode-cn.com/problems/best-time-to-buy-and-sell-stock-iv/description/,困难,18.8%,Best Time to Buy and Sell Stock IV
189,旋转数组,https://leetcode-cn.com/problems/rotate-array/description/,简单,28.2%,Rotate Array
190,颠倒二进制位,https://leetcode-cn.com/problems/reverse-bits/description/,简单,28.0%,Reverse Bits
191,位1的个数,https://leetcode-cn.com/problems/number-of-1-bits/description/,简单,40.6%,Number of 1 Bits
192,统计词频,https://leetcode-cn.com/problems/word-frequency/description/,中等,20.4%,Word Frequency
193,有效电话号码,https://leetcode-cn.com/problems/valid-phone-numbers/description/,简单,20.6%,Valid Phone Numbers
194,转置文件,https://leetcode-cn.com/problems/transpose-file/description/,中等,26.4%,Transpose File
195,第十行,https://leetcode-cn.com/problems/tenth-line/description/,简单,33.7%,Tenth Line
196,删除重复的电子邮箱,https://leetcode-cn.com/problems/delete-duplicate-emails/description/,简单,38.0%,Delete Duplicate Emails
197,上升的温度,https://leetcode-cn.com/problems/rising-temperature/description/,简单,25.1%,Rising Temperature
198,打家劫舍,https://leetcode-cn.com/problems/house-robber/description/,简单,35.1%,House Robber
199,二叉树的右视图,https://leetcode-cn.com/problems/binary-tree-right-side-view/description/,中等,44.9%,Binary Tree Right Side View
200,岛屿的个数,https://leetcode-cn.com/problems/number-of-islands/description/,中等,34.0%,Number of Islands
201,数字范围按位与,https://leetcode-cn.com/problems/bitwise-and-of-numbers-range/description/,中等,28.9%,Bitwise AND of Numbers Range
202,快乐数,https://leetcode-cn.com/problems/happy-number/description/,简单,43.9%,Happy Number
203,删除链表中的节点,https://leetcode-cn.com/problems/remove-linked-list-elements/description/,简单,34.7%,Remove Linked List Elements
204,计数质数,https://leetcode-cn.com/problems/count-primes/description/,简单,17.9%,Count Primes
205,同构字符串,https://leetcode-cn.com/problems/isomorphic-strings/description/,简单,33.6%,Isomorphic Strings
206,反转链表,https://leetcode-cn.com/problems/reverse-linked-list/description/,简单,41.1%,Reverse Linked List
207,课程表,https://leetcode-cn.com/problems/course-schedule/description/,中等,36.8%,Course Schedule
208,实现 Trie (前缀树),https://leetcode-cn.com/problems/implement-trie-prefix-tree/description/,中等,39.7%,Implement Trie (Prefix Tree)
209,长度最小的子数组,https://leetcode-cn.com/problems/minimum-size-subarray-sum/description/,中等,33.6%,Minimum Size Subarray Sum
210,课程表 II,https://leetcode-cn.com/problems/course-schedule-ii/description/,中等,40.6%,Course Schedule II
211,添加与搜索单词 - 数据结构设计,https://leetcode-cn.com/problems/add-and-search-word-data-structure-design/description/,中等,40.8%,Add and Search Word - Data structure design
212,单词搜索 II,https://leetcode-cn.com/problems/word-search-ii/description/,困难,25.9%,Word Search II
213,打家劫舍 II,https://leetcode-cn.com/problems/house-robber-ii/description/,中等,25.7%,House Robber II
214,最短回文串,https://leetcode-cn.com/problems/shortest-palindrome/description/,困难,33.4%,Shortest Palindrome
215,数组中的第K个最大元素,https://leetcode-cn.com/problems/kth-largest-element-in-an-array/description/,中等,44.4%,Kth Largest Element in an Array
216,组合总和 III,https://leetcode-cn.com/problems/combination-sum-iii/description/,中等,48.4%,Combination Sum III
217,存在重复元素,https://leetcode-cn.com/problems/contains-duplicate/description/,简单,39.3%,Contains Duplicate
218,天际线问题,https://leetcode-cn.com/problems/the-skyline-problem/description/,困难,30.7%,The Skyline Problem
219,存在重复元素 II,https://leetcode-cn.com/problems/contains-duplicate-ii/description/,简单,22.2%,Contains Duplicate II
220,存在重复元素 III,https://leetcode-cn.com/problems/contains-duplicate-iii/description/,中等,14.9%,Contains Duplicate III
221,最大正方形,https://leetcode-cn.com/problems/maximal-square/description/,中等,29.3%,Maximal Square
222,完全二叉树的节点个数,https://leetcode-cn.com/problems/count-complete-tree-nodes/description/,中等,25.8%,Count Complete Tree Nodes
223,矩形面积,https://leetcode-cn.com/problems/rectangle-area/description/,中等,33.0%,Rectangle Area
224,基本计算器,https://leetcode-cn.com/problems/basic-calculator/description/,困难,25.1%,Basic Calculator
225,用队列实现栈,https://leetcode-cn.com/problems/implement-stack-using-queues/description/,简单,36.3%,Implement Stack using Queues
226,翻转二叉树,https://leetcode-cn.com/problems/invert-binary-tree/description/,简单,61.4%,Invert Binary Tree
227,基本计算器II,https://leetcode-cn.com/problems/basic-calculator-ii/description/,中等,28.3%,Basic Calculator II
228,汇总区间,https://leetcode-cn.com/problems/summary-ranges/description/,中等,46.4%,Summary Ranges
229,求众数 II,https://leetcode-cn.com/problems/majority-element-ii/description/,中等,27.2%,Majority Element II
230,二叉搜索树中第K小的元素,https://leetcode-cn.com/problems/kth-smallest-element-in-a-bst/description/,中等,48.2%,Kth Smallest Element in a BST
231,2的幂,https://leetcode-cn.com/problems/power-of-two/description/,简单,39.3%,Power of Two
232,用栈实现队列,https://leetcode-cn.com/problems/implement-queue-using-stacks/description/,简单,40.5%,Implement Queue using Stacks
233,数字1的个数,https://leetcode-cn.com/problems/number-of-digit-one/description/,困难,17.2%,Number of Digit One
